,dest,src,time
46439,172.22.30.60,201.52.68.212,00:47:52
4644,106.177.31.64,56.40.169.240,11:20:28
46440,89.89.169.76,21.216.178.161,07:59:56
46441,38.132.60.77,61.42.203.114,11:22:54
46442,86.74.145.228,32.90.110.48,09:10:19
46443,48.151.83.254,217.211.204.98,20:36:28
46444,85.94.137.93,204.20.149.138,12:59:15
46445,57.132.81.198,28.133.160.211,00:43:56
46446,209.244.188.37,156.90.254.125,01:25:37
46447,185.246.242.172,112.149.21.83,13:15:51
46448,233.131.31.9,186.255.247.145,07:16:03
46449,188.169.227.126,150.224.198.137,22:09:46
4645,105.69.103.130,106.213.27.206,01:27:13
46450,205.147.65.1,211.23.86.82,13:08:51
46451,193.109.18.21,57.138.112.25,11:21:16
46452,61.102.126.167,175.192.241.187,07:10:05
46453,21.23.185.91,112.43.15.39,04:42:40
46454,127.51.154.248,173.249.160.240,05:47:17
46455,44.247.27.42,144.127.198.30,07:48:07
46456,126.90.114.185,26.43.203.159,16:30:14
46457,223.19.142.173,204.157.202.112,17:47:41
46458,182.112.41.211,88.178.200.43,15:16:59
46459,136.26.181.179,85.253.2.208,19:08:12
4646,85.246.177.6,145.51.214.120,15:53:06
46460,201.193.154.57,73.117.82.201,11:33:08
46461,31.124.36.109,1.244.132.110,18:55:23
46462,3.89.27.237,109.245.79.160,22:20:18
46463,158.155.210.29,142.101.155.145,13:54:59
46464,182.6.221.118,188.233.56.131,12:01:02
46465,91.79.185.179,100.38.229.85,15:49:03
46466,107.65.57.81,160.98.226.250,15:58:07
46467,219.193.129.109,117.213.238.87,00:04:09
46468,120.40.69.64,206.194.209.30,20:08:13
46469,107.47.204.36,28.133.160.211,15:12:35
4647,206.185.51.7,7.83.101.173,10:51:29
46470,108.63.190.110,88.136.225.233,01:33:44
46471,87.34.141.202,218.8.88.1,14:36:52
46472,103.144.32.89,37.205.26.140,01:57:44
46473,29.15.109.118,37.83.177.240,11:52:40
46474,130.133.49.104,241.77.107.231,12:45:31
46475,198.165.231.28,7.173.53.107,05:07:18
46476,34.201.167.14,14.69.176.36,19:47:49
46477,188.169.227.126,1.101.58.174,19:36:52
46478,239.57.232.94,15.111.69.68,04:09:18
46479,193.157.121.165,8.255.41.196,19:32:13
4648,138.22.166.192,127.232.106.117,06:32:02
46480,254.170.195.195,25.134.17.186,05:07:14
46481,236.223.231.151,152.80.245.104,05:21:14
46482,182.180.171.231,103.120.120.190,22:02:13
46483,155.210.253.39,96.202.237.47,18:10:15
46484,105.210.60.244,194.7.38.86,21:15:52
46485,230.207.204.209,255.185.129.139,20:29:42
46486,91.64.199.1,4.0.25.251,23:25:29
46487,64.16.172.240,233.182.223.169,08:54:47
46488,225.83.116.204,242.107.246.178,03:53:03
46489,95.248.32.61,57.166.205.139,15:19:19
4649,47.26.211.151,134.23.242.31,15:26:36
46490,151.177.192.122,94.163.132.13,02:24:52
46491,105.69.103.130,26.92.21.224,17:46:38
46492,119.35.70.179,194.58.69.174,20:48:12
46493,65.112.179.92,171.77.170.143,10:40:34
46494,16.123.144.36,148.184.239.12,14:11:37
46495,175.157.103.56,155.241.165.79,16:22:45
46496,115.68.39.95,68.219.101.104,02:59:06
46497,236.223.231.151,240.194.165.1,00:32:11
46498,57.111.236.139,107.45.24.140,06:13:07
46499,235.236.160.103,227.195.248.185,22:34:20
465,220.196.137.58,73.223.154.81,04:48:30
4650,80.37.172.4,204.185.200.53,23:02:02
46500,252.26.33.5,61.109.205.92,21:50:13
46501,202.233.101.70,75.254.141.138,01:37:55
46502,14.83.55.227,132.238.62.60,20:03:35
46503,22.182.76.201,127.108.70.164,01:13:58
46504,179.178.28.150,75.244.217.151,19:55:44
46505,30.188.93.221,249.241.244.78,01:44:07
46506,8.16.201.209,147.56.48.152,06:29:50
46507,110.6.226.130,27.23.149.208,17:00:39
46508,213.113.64.11,246.175.50.139,02:21:55
46509,211.235.47.90,126.157.28.30,23:47:23
4651,208.13.242.233,18.131.61.144,03:01:16
46510,169.23.230.35,51.236.236.48,18:46:53
46511,241.129.83.238,123.89.145.44,02:59:49
46512,66.216.16.134,100.57.149.68,08:17:30
46513,202.233.101.70,144.74.104.15,04:20:02
46514,76.206.154.49,54.117.186.103,16:40:13
46515,221.183.207.40,152.80.245.104,13:02:10
46516,243.254.184.174,2.50.76.99,04:40:10
46517,196.206.3.113,37.83.177.240,07:07:20
46518,63.188.68.193,208.90.90.226,02:47:26
46519,185.198.253.39,119.97.111.85,05:37:14
4652,220.104.63.33,240.126.207.155,09:50:50
46520,237.15.89.162,68.221.239.130,10:56:18
46521,132.9.80.193,166.108.186.4,09:23:24
46522,198.176.100.86,225.202.45.211,11:07:56
46523,20.227.175.116,64.255.188.93,16:38:02
46524,5.221.40.124,104.7.119.241,08:49:34
46525,54.208.106.119,18.113.169.231,08:42:36
46526,105.110.224.141,105.93.86.196,14:20:44
46527,149.183.35.51,58.236.9.111,20:45:51
46528,52.69.146.103,63.132.198.55,06:13:15
46529,224.167.191.242,226.120.155.32,17:11:22
4653,62.248.235.7,158.38.129.102,01:43:38
46530,212.246.228.34,210.163.249.151,17:35:32
46531,127.175.135.71,202.80.40.162,18:22:16
46532,68.180.94.63,250.173.188.173,18:30:37
46533,106.50.132.225,133.250.232.190,23:52:26
46534,75.141.196.175,227.20.38.118,18:10:38
46535,71.253.148.190,47.25.184.24,08:54:21
46536,134.54.115.201,121.161.0.34,06:28:16
46537,254.170.195.195,136.199.134.94,00:18:42
46538,221.195.31.226,88.228.96.34,20:32:59
46539,173.102.24.98,172.215.235.103,21:10:51
4654,100.145.232.66,172.112.203.20,06:06:32
46540,187.110.0.82,48.96.120.130,09:35:53
46541,7.98.184.54,25.205.23.177,00:50:31
46542,55.27.60.82,129.125.100.73,11:10:45
46543,186.27.197.13,186.177.53.201,10:18:09
46544,199.154.17.201,174.185.24.71,05:41:17
46545,215.182.64.43,2.245.120.205,00:38:20
46546,50.45.48.224,145.137.117.109,14:19:20
46547,47.105.113.82,243.187.135.206,04:12:20
46548,190.188.224.186,83.253.236.206,21:26:22
46549,80.245.166.102,46.71.89.89,14:14:22
4655,145.148.99.208,12.132.171.188,16:07:23
46550,59.158.248.51,148.216.161.224,16:44:12
46551,253.129.62.181,37.83.177.240,06:06:00
46552,97.58.121.243,212.110.38.77,20:50:20
46553,162.162.234.104,66.237.149.186,10:27:58
46554,231.100.65.139,252.133.159.88,15:01:11
46555,149.87.97.24,33.110.141.87,18:55:12
46556,2.97.151.233,219.77.32.49,16:57:09
46557,216.123.248.95,16.110.71.212,00:49:53
46558,139.115.161.53,149.101.144.204,21:39:23
46559,76.4.76.41,234.89.80.246,09:45:34
4656,181.44.115.241,183.125.150.144,10:01:24
46560,60.129.89.46,49.243.212.180,04:51:13
46561,111.64.184.93,169.13.238.190,00:58:15
46562,93.183.240.158,24.164.158.32,06:34:50
46563,6.23.164.237,128.217.210.155,07:53:16
46564,231.116.114.140,149.88.104.91,03:59:55
46565,153.240.132.221,43.184.53.186,17:14:25
46566,193.86.1.68,73.223.154.81,18:50:24
46567,98.208.121.221,74.153.142.104,02:27:32
46568,191.173.239.254,126.132.119.197,11:37:06
46569,221.215.74.219,103.202.108.132,09:52:48
4657,227.223.240.7,250.2.33.132,20:22:06
46570,99.12.85.208,88.245.45.84,07:47:53
46571,215.254.100.13,26.183.228.190,13:27:56
46572,137.109.155.4,37.83.177.240,07:07:25
46573,249.69.70.120,7.127.92.195,11:54:47
46574,21.249.167.136,166.140.170.198,12:32:32
46575,213.225.195.3,180.153.90.90,06:02:41
46576,168.146.91.223,189.254.5.243,22:00:36
46577,234.59.187.234,238.55.60.190,09:39:51
46578,130.105.207.53,234.106.33.240,08:48:02
46579,54.21.53.18,243.48.7.144,06:38:14
4658,119.143.227.212,4.173.71.67,02:27:58
46580,202.27.184.29,136.117.253.68,07:46:56
46581,76.196.60.133,245.8.189.50,18:54:28
46582,149.94.8.31,55.136.92.232,21:45:02
46583,202.233.101.70,137.41.195.101,16:29:45
46584,105.40.149.246,37.83.177.240,19:59:17
46585,45.240.76.78,164.249.21.15,01:15:16
46586,245.48.172.136,97.73.50.66,04:10:44
46587,146.200.211.25,8.207.64.17,15:19:05
46588,45.240.76.78,86.100.53.93,03:47:15
46589,179.121.136.210,163.165.140.243,11:50:13
4659,75.20.84.99,245.47.59.84,01:46:26
46590,162.162.234.104,190.111.163.28,15:46:04
46591,194.104.144.26,205.147.65.1,22:43:41
46592,119.117.52.182,26.189.7.139,02:50:17
46593,92.107.178.223,88.247.156.198,09:41:47
46594,102.227.150.36,169.17.187.113,17:55:44
46595,12.124.134.182,195.40.59.170,10:40:09
46596,218.142.148.107,96.199.37.23,16:44:17
46597,224.25.160.247,33.110.141.87,01:19:35
46598,106.228.212.21,41.32.88.250,16:38:03
46599,227.91.140.43,118.45.123.34,08:27:58
466,172.155.91.225,188.177.131.194,16:06:42
4660,166.35.18.237,70.28.3.215,10:35:24
46600,231.135.193.151,207.129.129.24,04:55:49
46601,250.100.174.193,89.232.134.186,13:54:38
46602,174.122.44.62,175.244.133.187,12:20:47
46603,224.22.196.8,51.230.27.69,00:38:31
46604,59.135.11.49,45.161.145.142,12:22:11
46605,235.90.64.186,83.214.86.204,07:11:36
46606,162.143.18.41,130.52.16.63,01:31:45
46607,175.21.9.101,174.251.156.158,11:17:34
46608,192.62.109.23,28.222.60.220,22:50:27
46609,173.153.114.163,34.1.161.218,21:51:02
4661,84.146.254.14,54.254.192.115,20:18:51
46610,42.50.221.143,7.127.92.195,04:49:34
46611,222.21.41.222,72.41.237.150,22:55:36
46612,63.76.115.72,158.38.129.102,07:03:18
46613,145.105.42.179,91.64.199.1,12:20:24
46614,67.174.39.182,188.147.87.133,07:50:14
46615,102.204.82.182,208.28.216.39,16:02:58
46616,154.146.158.92,109.50.39.169,10:23:40
46617,198.27.232.255,170.228.83.128,07:11:26
46618,62.187.99.41,38.202.126.237,02:48:16
46619,33.110.141.87,192.169.179.23,14:01:56
4662,178.230.39.168,161.185.224.54,13:44:01
46620,14.166.166.238,62.64.208.192,09:19:52
46621,82.56.86.112,149.206.99.129,05:39:49
46622,74.21.129.41,63.52.90.96,22:53:31
46623,23.162.171.52,50.45.48.224,08:06:59
46624,192.56.56.207,36.184.91.143,15:11:11
46625,17.127.83.68,249.252.24.237,22:31:05
46626,111.232.118.184,102.230.60.118,23:08:36
46627,221.129.218.44,245.11.60.251,11:59:02
46628,123.250.171.164,139.80.254.163,21:00:19
46629,215.155.38.160,54.254.192.115,08:46:57
4663,111.32.136.139,45.178.228.76,14:20:22
46630,17.116.50.95,249.135.128.126,07:52:50
46631,180.147.178.129,128.118.190.131,17:50:39
46632,178.57.145.199,123.131.115.75,07:47:50
46633,88.210.248.169,121.240.212.240,13:43:35
46634,21.73.3.89,183.189.45.30,19:30:46
46635,237.119.117.143,17.95.73.23,08:10:47
46636,6.162.203.56,142.199.46.225,07:49:55
46637,158.91.115.215,47.84.22.225,05:08:24
46638,206.157.171.166,106.35.64.38,16:43:43
46639,128.156.171.117,125.142.139.0,08:08:46
4664,155.210.253.39,177.81.87.171,09:30:34
46640,5.112.10.178,189.221.184.33,18:01:42
46641,14.166.166.238,49.88.21.177,16:47:35
46642,79.205.222.126,92.38.179.146,11:51:01
46643,178.236.21.139,100.139.115.154,20:23:17
46644,84.146.254.14,166.207.73.231,01:10:09
46645,252.159.53.237,80.205.239.17,07:24:51
46646,159.222.166.27,74.237.241.178,04:19:22
46647,45.240.76.78,243.197.142.139,01:05:40
46648,230.207.204.209,191.22.156.111,06:28:24
46649,126.81.197.229,231.234.89.94,22:53:36
4665,228.165.79.120,84.182.151.212,03:26:06
46650,146.148.10.37,37.83.177.240,16:37:58
46651,90.132.105.227,252.133.159.88,17:04:21
46652,2.37.150.142,59.97.172.213,12:44:00
46653,101.250.0.250,67.33.134.215,12:08:40
46654,97.167.175.33,228.110.9.189,23:24:08
46655,232.168.33.64,96.238.175.68,06:49:19
46656,198.165.231.28,145.176.93.112,06:16:03
46657,7.254.54.181,134.54.115.201,13:28:49
46658,112.145.50.101,112.223.251.32,08:33:56
46659,34.5.110.171,46.126.233.85,16:12:17
4666,16.112.60.2,129.78.178.137,18:26:38
46660,3.144.190.214,31.73.69.27,03:53:04
46661,105.69.103.130,213.219.164.96,07:51:13
46662,162.234.141.225,152.199.15.56,17:52:39
46663,112.27.184.22,155.33.134.37,02:09:04
46664,132.255.197.96,97.74.115.83,20:36:19
46665,171.136.246.41,1.101.58.174,01:29:05
46666,236.67.214.2,97.231.249.98,12:38:10
46667,91.172.130.114,224.251.105.194,22:11:55
46668,162.162.234.104,115.4.74.23,09:41:22
46669,209.95.24.194,9.41.64.49,06:58:40
4667,60.252.200.19,183.189.45.30,03:11:07
46670,164.192.72.125,120.92.216.94,16:18:40
46671,58.142.187.29,182.208.160.100,22:00:54
46672,254.58.68.54,37.83.177.240,20:21:59
46673,137.221.179.77,143.15.45.82,12:07:54
46674,62.252.58.83,72.40.41.111,00:54:27
46675,164.97.181.138,152.80.245.104,01:54:00
46676,118.7.185.226,124.90.104.245,11:54:23
46677,44.92.106.96,87.176.177.77,14:02:03
46678,196.91.213.221,42.123.253.33,05:38:18
46679,101.192.182.85,225.75.42.109,04:09:19
4668,245.6.133.64,135.136.95.218,15:43:42
46680,185.246.242.172,67.45.43.250,03:10:10
46681,77.98.36.2,154.127.158.77,10:48:07
46682,43.62.169.36,31.7.221.17,08:23:45
46683,185.246.242.172,207.64.110.231,21:34:22
46684,222.226.69.139,205.147.65.1,13:25:30
46685,236.67.214.2,131.71.121.127,06:39:14
46686,196.206.3.113,109.180.73.182,05:09:54
46687,109.55.105.177,174.90.191.198,08:06:56
46688,229.231.65.42,28.133.160.211,17:22:46
46689,204.170.84.46,217.160.199.123,02:04:12
4669,128.156.171.117,83.253.236.206,09:58:31
46690,121.106.226.44,26.189.7.139,21:53:55
46691,45.240.76.78,162.234.182.240,04:14:19
46692,106.187.196.85,198.149.189.84,21:29:48
46693,8.5.143.84,237.82.181.130,06:49:40
46694,65.55.229.240,255.185.129.139,18:03:14
46695,219.177.137.240,113.253.252.61,19:00:43
46696,2.97.151.233,187.215.192.158,10:14:45
46697,91.172.130.114,140.25.166.123,10:27:58
46698,45.240.76.78,212.142.157.105,12:50:39
46699,211.87.219.221,154.122.23.25,23:22:22
467,134.58.150.137,49.155.2.221,05:26:13
4670,98.236.115.39,47.32.153.189,00:10:25
46700,65.112.179.92,107.42.6.22,04:03:54
46701,213.225.195.3,176.147.51.186,13:23:25
46702,241.104.114.199,156.189.254.65,14:09:36
46703,193.109.18.21,49.235.60.146,13:55:47
46704,203.244.79.71,200.198.8.239,01:45:18
46705,200.198.8.239,180.45.214.8,07:36:38
46706,212.222.89.137,255.176.57.252,03:48:31
46707,235.44.252.224,133.200.142.190,05:26:47
46708,196.206.3.113,146.20.168.200,21:54:21
46709,45.134.239.85,194.77.252.172,02:10:13
4671,145.105.42.179,144.215.142.97,13:49:51
46710,20.158.64.95,3.126.148.255,22:11:16
46711,191.173.239.254,241.168.170.70,04:26:14
46712,210.5.153.108,114.159.159.33,02:23:17
46713,131.55.151.34,123.77.39.165,12:26:58
46714,137.221.179.77,91.84.44.124,05:11:58
46715,60.129.89.46,37.83.177.240,09:00:39
46716,214.172.70.36,210.5.153.108,04:49:43
46717,139.144.19.7,186.192.119.60,01:56:24
46718,107.89.22.194,19.67.182.78,00:47:00
46719,20.187.247.135,132.150.27.8,15:55:49
4672,225.117.198.184,8.207.64.17,04:12:17
46720,194.206.75.11,140.101.143.125,16:22:05
46721,101.192.182.85,227.195.248.185,11:00:59
46722,160.9.210.236,36.207.217.206,14:28:48
46723,52.80.23.65,170.228.83.128,13:25:03
46724,252.96.5.116,223.155.14.14,23:51:25
46725,228.27.43.212,210.7.7.178,22:53:01
46726,194.114.7.241,133.4.62.1,12:25:18
46727,88.4.173.215,78.155.63.128,08:28:03
46728,41.251.228.233,179.91.71.40,20:11:40
46729,96.81.224.132,148.216.161.224,00:25:55
4673,160.42.56.95,199.58.132.246,17:35:51
46730,211.69.119.250,179.89.67.58,12:02:04
46731,172.76.159.116,204.185.200.53,10:01:02
46732,205.32.96.64,101.240.32.153,04:46:34
46733,231.100.65.139,117.46.146.238,22:27:46
46734,194.114.7.241,73.223.154.81,14:31:20
46735,242.58.160.45,193.230.89.19,05:53:41
46736,109.74.160.120,154.127.158.77,05:24:13
46737,205.32.96.64,182.114.60.201,22:33:00
46738,80.159.75.186,167.149.254.65,08:30:12
46739,101.186.223.103,17.92.191.120,14:13:50
4674,200.198.8.239,231.234.89.94,17:32:17
46740,82.148.137.240,16.104.128.108,03:08:52
46741,124.59.252.116,228.111.79.119,12:51:04
46742,68.184.184.215,48.25.45.15,16:57:49
46743,255.13.61.59,230.27.116.227,09:35:25
46744,127.63.104.195,97.233.81.101,12:50:39
46745,153.239.103.121,32.134.25.208,13:44:16
46746,83.74.73.100,56.140.212.89,16:33:11
46747,75.80.194.126,253.120.154.37,09:16:52
46748,245.183.121.135,179.91.71.40,12:20:53
46749,122.232.91.152,36.174.55.198,10:01:55
4675,130.18.255.216,27.205.61.98,04:33:05
46750,198.165.231.28,245.85.111.93,10:40:55
46751,239.131.19.55,186.102.190.16,23:37:21
46752,140.237.216.204,223.232.141.250,08:15:39
46753,236.78.31.227,36.241.212.33,02:00:12
46754,54.119.130.120,70.119.22.126,14:35:23
46755,139.192.114.30,130.181.106.213,09:24:21
46756,35.207.30.221,123.33.186.146,18:55:04
46757,148.49.247.131,254.65.194.202,15:57:23
46758,175.184.234.132,198.51.250.70,13:47:55
46759,167.17.171.170,5.137.1.242,04:19:17
4676,40.185.207.59,213.215.190.53,21:29:46
46760,252.128.102.114,0.157.208.190,14:41:51
46761,0.181.251.44,26.64.30.33,18:37:57
46762,199.0.109.165,218.189.103.191,19:49:29
46763,223.153.102.33,156.73.111.93,03:16:00
46764,84.30.211.30,191.214.189.122,06:25:18
46765,107.89.22.194,63.52.31.71,08:57:34
46766,165.245.159.236,254.65.194.202,23:45:06
46767,46.76.139.254,199.100.197.66,08:33:13
46768,4.66.227.58,250.133.219.46,13:32:45
46769,30.144.79.63,215.172.44.254,11:14:07
4677,61.124.130.166,45.167.157.192,20:47:58
46770,230.207.204.209,171.165.33.153,18:46:44
46771,161.60.152.184,55.136.92.232,06:04:48
46772,105.46.47.161,201.41.42.192,22:25:32
46773,13.139.229.149,92.194.203.226,01:07:58
46774,49.172.115.76,41.255.174.170,02:29:15
46775,117.78.95.159,6.104.52.93,00:08:00
46776,252.5.47.140,11.243.50.253,17:51:36
46777,88.240.63.231,193.88.146.252,17:38:16
46778,15.231.65.106,251.222.136.188,20:42:31
46779,28.235.211.127,159.43.226.9,04:06:51
4678,170.129.38.176,147.216.190.103,18:05:20
46780,45.240.76.78,114.18.232.133,21:09:54
46781,252.198.152.96,183.189.45.30,18:29:25
46782,16.123.144.36,142.59.210.249,09:25:44
46783,204.170.84.46,37.83.177.240,23:46:41
46784,145.83.40.48,51.16.155.29,06:19:04
46785,208.181.153.51,4.155.84.63,06:26:37
46786,32.42.249.73,174.23.96.152,17:59:09
46787,169.13.238.190,16.7.159.48,19:27:50
46788,196.193.204.40,145.52.11.119,14:08:20
46789,128.85.9.212,236.86.173.132,09:28:03
4679,145.191.8.4,191.136.132.73,22:48:13
46790,134.30.213.133,204.5.139.148,19:19:22
46791,174.20.87.134,173.195.83.139,00:55:17
46792,245.11.60.251,148.216.161.224,02:20:19
46793,96.247.215.248,16.136.49.249,05:15:27
46794,47.50.145.37,99.252.193.113,12:37:51
46795,102.195.224.56,16.7.159.48,14:02:17
46796,137.210.213.200,145.52.11.119,20:41:02
46797,145.47.200.133,135.217.246.118,19:47:06
46798,131.55.151.34,204.185.200.53,01:20:12
46799,91.172.130.114,117.46.146.238,12:17:41
468,55.224.142.83,99.118.57.234,15:06:02
4680,13.7.136.206,88.66.143.180,03:17:54
46800,213.80.111.101,196.237.232.42,06:27:30
46801,79.145.154.215,217.160.199.123,21:20:56
46802,208.102.245.139,91.194.151.141,11:55:22
46803,78.40.178.88,163.85.109.220,20:47:58
46804,249.20.118.149,36.98.216.87,14:06:04
46805,231.100.65.139,203.7.202.100,23:38:05
46806,113.107.135.91,26.200.8.190,02:37:06
46807,240.173.171.124,130.195.111.9,12:36:56
46808,228.176.163.152,39.245.54.207,09:32:37
46809,96.133.141.81,40.67.98.16,00:28:05
4681,171.79.43.108,100.237.103.150,20:01:14
46810,67.45.15.180,218.101.165.111,01:59:37
46811,35.191.59.18,199.92.121.160,18:17:07
46812,197.218.33.126,162.147.90.210,01:47:12
46813,22.74.135.196,56.47.124.111,18:21:03
46814,79.113.100.10,146.182.240.106,04:31:56
46815,84.146.254.14,84.71.222.240,21:40:41
46816,114.34.95.197,227.147.223.223,09:38:59
46817,241.165.173.166,209.96.14.204,20:05:01
46818,98.236.115.39,194.0.1.143,07:26:19
46819,144.222.20.155,210.67.179.103,17:55:15
4682,100.253.44.0,176.223.192.0,03:04:51
46820,163.89.190.197,222.116.150.245,04:59:51
46821,188.190.240.212,98.219.180.110,05:30:03
46822,40.215.71.182,56.224.255.63,22:13:31
46823,59.98.159.220,121.141.91.144,10:23:16
46824,17.108.162.233,231.234.89.94,09:36:22
46825,122.71.47.166,213.235.193.75,00:59:39
46826,240.161.173.251,83.130.154.120,00:07:31
46827,113.53.186.155,106.213.27.206,11:27:29
46828,120.32.170.167,255.167.106.219,18:54:26
46829,207.82.150.145,36.207.154.163,20:41:20
4683,59.118.1.179,30.77.19.43,08:26:13
46830,25.240.32.221,220.2.237.99,18:26:36
46831,0.125.201.36,146.182.240.106,15:34:09
46832,232.105.165.123,158.91.115.215,23:58:35
46833,143.35.198.187,192.75.190.72,01:40:32
46834,64.201.193.195,145.52.11.119,22:03:50
46835,180.153.90.90,11.87.111.85,21:23:17
46836,58.142.187.29,180.153.90.90,19:12:36
46837,34.192.130.122,13.139.229.149,18:31:47
46838,96.133.141.81,84.172.167.136,01:26:07
46839,203.244.79.71,90.222.44.170,02:23:17
4684,14.15.82.200,34.238.77.182,15:38:23
46840,80.58.189.245,169.23.230.35,04:14:11
46841,176.204.245.146,195.190.182.100,09:48:01
46842,131.24.54.172,220.52.0.186,18:05:23
46843,169.208.139.11,83.192.1.164,18:38:15
46844,159.213.248.37,108.167.175.171,17:03:13
46845,87.114.112.22,234.89.80.246,13:22:43
46846,15.235.250.2,247.195.205.228,10:37:59
46847,236.223.231.151,233.129.28.108,20:27:55
46848,182.213.16.100,111.140.82.142,06:00:27
46849,52.11.191.140,119.35.70.179,12:59:56
4685,248.18.223.79,200.194.162.31,15:14:21
46850,44.216.190.58,37.83.177.240,10:52:18
46851,252.198.152.96,251.66.220.40,15:23:41
46852,158.219.183.73,112.33.19.243,18:14:38
46853,34.163.134.181,73.223.154.81,17:50:49
46854,32.171.74.96,67.150.0.28,22:25:26
46855,241.32.110.17,220.192.143.26,05:13:38
46856,84.185.9.62,12.72.182.29,06:58:37
46857,140.196.4.168,130.195.111.9,01:06:34
46858,110.18.195.1,132.129.93.229,10:41:40
46859,127.165.159.226,213.213.116.182,09:06:22
4686,198.176.100.86,238.109.160.217,19:41:08
46860,229.60.52.52,130.97.76.104,03:16:34
46861,148.173.58.158,164.85.32.255,08:07:39
46862,17.229.56.231,37.83.177.240,10:16:53
46863,62.54.68.122,150.19.175.39,01:53:22
46864,247.54.79.46,215.142.193.15,01:14:51
46865,120.42.188.99,89.232.134.186,05:57:31
46866,136.153.182.94,25.252.159.25,00:35:16
46867,170.104.82.75,153.108.13.195,20:40:18
46868,113.50.173.130,186.104.63.53,17:45:33
46869,30.130.66.174,236.67.214.2,17:13:09
4687,240.129.80.126,75.41.74.213,11:23:59
46870,167.88.245.230,144.215.142.97,11:47:47
46871,112.187.79.109,176.147.51.186,02:57:45
46872,234.90.29.221,37.83.177.240,08:37:38
46873,191.173.239.254,159.108.116.165,15:48:04
46874,207.82.150.145,110.240.236.38,02:06:41
46875,244.114.110.203,170.147.164.220,04:41:21
46876,163.218.194.118,146.182.240.106,19:44:08
46877,114.160.167.0,74.90.132.94,13:29:57
46878,56.105.56.180,26.43.203.159,14:55:06
46879,80.58.189.245,119.220.242.194,17:27:35
4688,112.216.64.150,50.110.236.72,15:29:27
46880,197.218.33.126,124.125.173.62,13:51:03
46881,158.22.33.228,66.90.177.205,21:07:56
46882,255.116.215.80,100.4.194.239,12:59:59
46883,4.206.51.15,221.19.92.95,21:10:17
46884,231.211.40.57,227.236.70.194,06:20:03
46885,220.104.63.33,31.124.154.61,03:38:08
46886,197.40.29.17,91.17.33.15,08:44:31
46887,107.152.33.75,247.186.7.19,01:57:46
46888,177.71.86.227,200.38.118.8,07:26:08
46889,214.166.60.57,222.7.27.67,22:18:06
4689,186.228.165.181,201.76.159.106,20:20:27
46890,56.38.172.121,131.235.119.201,21:59:11
46891,127.175.135.71,141.95.224.49,16:40:21
46892,226.84.69.165,39.184.35.224,06:40:25
46893,104.186.125.119,73.223.154.81,06:25:50
46894,176.62.103.50,217.90.149.206,22:04:18
46895,234.118.143.246,10.131.140.26,05:32:18
46896,250.100.174.193,37.83.177.240,17:06:24
46897,215.254.100.13,142.59.210.249,22:20:18
46898,30.61.84.188,22.40.121.112,05:53:37
46899,44.216.190.58,194.33.188.124,15:16:52
469,68.49.110.76,40.42.133.115,03:42:42
4690,84.251.41.136,91.17.33.15,08:07:04
46900,166.254.203.213,35.130.228.79,15:34:02
46901,95.68.81.245,63.132.198.55,05:30:54
46902,163.76.95.154,46.202.68.82,19:33:40
46903,211.218.23.33,241.56.60.151,05:21:42
46904,19.156.26.105,37.177.93.88,05:07:50
46905,199.58.252.161,207.208.222.165,05:52:06
46906,210.170.172.88,224.60.130.244,05:29:25
46907,12.191.196.207,73.117.82.201,19:32:00
46908,104.68.109.96,64.148.217.171,05:15:09
46909,224.22.196.8,147.131.123.40,12:48:48
4691,163.89.190.197,131.211.193.229,22:22:24
46910,182.213.16.100,246.172.142.212,17:25:56
46911,188.183.169.81,189.133.7.38,04:52:36
46912,88.88.12.118,44.226.200.64,12:10:22
46913,93.225.82.205,27.196.73.41,23:22:25
46914,42.108.142.202,195.92.35.120,05:24:48
46915,87.114.112.22,140.107.23.102,12:48:24
46916,231.133.94.183,111.93.24.31,05:59:32
46917,172.22.173.141,31.171.146.207,11:12:29
46918,146.111.108.207,78.141.244.178,13:17:25
46919,23.162.171.52,252.133.159.88,23:51:21
4692,132.247.187.233,165.11.147.238,01:53:15
46920,52.67.237.154,76.45.72.182,02:32:25
46921,166.140.170.198,221.56.209.245,04:34:27
46922,152.212.66.132,91.17.33.15,11:45:18
46923,172.101.197.37,204.185.200.53,05:39:24
46924,98.236.115.39,57.127.76.123,05:30:50
46925,95.88.48.15,207.64.110.231,03:09:07
46926,150.241.7.195,41.74.102.53,16:42:56
46927,83.97.190.136,87.235.44.219,01:52:41
46928,45.240.76.78,34.63.226.188,23:21:00
46929,77.151.132.51,233.229.79.141,10:02:27
4693,41.157.218.54,0.190.70.253,02:38:47
46930,164.147.242.196,220.54.156.0,06:58:25
46931,55.233.113.180,4.207.115.211,01:16:55
46932,162.122.215.116,86.214.57.172,02:04:19
46933,200.246.248.241,99.112.230.90,19:22:20
46934,161.27.164.145,130.195.111.9,23:22:36
46935,17.239.158.250,254.217.200.138,05:38:16
46936,183.1.116.146,228.176.163.152,14:46:39
46937,45.100.134.85,91.172.130.114,19:06:27
46938,138.80.245.242,7.18.19.228,05:54:32
46939,13.18.82.206,220.148.132.228,02:56:23
4694,123.214.235.83,172.140.31.125,14:05:30
46940,225.163.20.244,37.83.177.240,15:19:13
46941,224.227.143.52,103.132.190.74,19:13:39
